168,"i don't know much about codeigniter, but it's php, so shouldn't $_get still be available to you? you could format your url the same way google does: mysite.com/search?q=keyword and pull the data out with $_get['q'].",0
256,"i don't think security is going to be effected, simply because this is a url, being printed to a browser... the worst that can happen is exposing the full directory path to the file, and potentially creating a broken link.",0
258,"... and if possible, update the calling code so that it just passes the path, so i don't need to even consider removing the 'document_root' (i.e. what happens if the path does not match the 'document_root')...",0
259,"on my websites, i simply have a variable defined at the beggining of script execution which sets:",0
350,"try $_server['http_host'] instead, it is set always as long as you force http 1.1",0
548,edit: alnitak has linked to better explanation than i have in the comments for this answer.,0
805,if you move the array_pop to outside the if you should be ok.,0
860,"you're not setting the $pk variable unless isset($_get[""pk""]), yet you're still using it later in the query. this isn't a good idea, since depending on other circumstances, this can lead to bugs. what you want your logic to look like is this:",0
993,"yes!i think you must allow access to both $_get and $_post at the same time. and i don't think you can just merge them together either. (you can have the option to, like php and the ill concieved $_request.) you could get a request like:",0
994,"note that the variable name type is used twice, but in different scopes! (once in the uri defining the resource that should handle the post, and then in the posted entity itself.) in php this looks like:",0
1033,this would mean that yourdomain.com/anythinghere123thatsanalphanumeric would pass on the value after the slash to your $_get['id'].,0
1060,not sure what you're trying to do with !$_get['action'] == 'reply',0
1064,"you don't state it explicitly, but i assume you are using mod_python? if so, (and if you don't want to use mod_wsgi instead as suggested earlier) take a look at the documentation for the request object. it contains most of the attributes you'd find in $_server.an example, to get the full uri of the request, you'd do this:",0
1086,"assuming you're talking about mysqli_next_result(), that indeed returns a boolean, you need to call mysqli_use_result() after that in order to retreive the next result set.",0
1213,"alter the names of the elements so that instead of name=""myname"" and name=""myname2"", name=""mayname3"" you have name=""myname[0]"" and name=""myname[1]"", name=""myname[2]"".",0
1214,"so that in the $_post array you will have $_post['myname'] as an array will al original and cloned values and not $_post['myname'],$_post['myname2'],$_post['myname3'].",0
1215,"depending on the way you want to hanlde that you could also have original elements with names like name=""form[0][myname]"" and the others like name=""form[1][myname]"", etc. at the end the original elements values are on $_post['form'][0] and the others in $_post['form'][1], $_post['form'][2], etc.",0
1227,if you want to match a string anywhere in the field content you can just use a like operator:,0
1328,found out the two statements: set @bbox and select can be executed sequentially so mysqli and the two results are just fodder that don't need to be dealt with.,0
1373,are all these files the same type? can you give us a var_dump of the variables when uploading a few files? are the variables for all uploads empty or just some?,0
1575,"to answer your question, you would need an active database present in your server (prefereably mysql my fav :p). you can follow the tutorial here or here to insert values before mailing to the user his details. just google it.",0
1577,"then, you have no $_post['drowpdown'] whatsoever, so your isset() would never evaluate to true. if you meant to refer to the dropdown html input field, you're on the wrong track. you don't call a text input like $_post['input'], don't you?",0
1578,"also, since you give it an empty value (which you presumably don't want to use in your mailing), you can do something like",0
1579,"on second thought, insert in your database a non-empty value for the $_post['user'] field, so you should do that check before running your query.",0
1603,"have a look at your php.ini settings. in particular, you want to set session.auto_start to 0 if you are manually doing session_start(). and if you're relying on the session cookie or transparant url rewriting, you will need session.use_cookies=1 and/or session.use_trans_sid=1 as well.",0
1624,"first of all, a couple of questions :(they matter at least if none of these suggestion does the trick)",0
1625,"is there always a problem when you are browsing the site ?is it still present when you are accessing the site from another browser ?what about from another computer ?if you use something like var_dump($_session); die; at the end of the script that sets data in session, what does it give ?",0
1628,second idea (at least if you are on windows) : did you try disabling you antivirus / firewall ?is the session cookie correctly created in the client's browser ?if you are using sub-domains (or not) : is the cookie's domain ok ? what about it's expiration date ?,0
1630,another one : are you sure there is absolutly nothing that gets to the output before the session_start ? not even white spaces ?,0
1631,"but, if i remember correctly, not that you can modify them",0
1632,"what are the permissions on the session's directory, and on the (empty) files that get created ?",0
1723,"first, you probably want to use implode, and not explode, to construct your $tofield variable ;-)",0
1724,you then inject this in the form ; something like this would probably do :,0
1725,"then, on the php script that receives the data from the form when it's been submitted, you'd use explode to extract the data as an array, from the string :",0
1753,$_get is an array .. so you can just iterate over it using foreach,0
1754,you can also do extract($_get) to make all of them as variable .. but i wont suggest it.,0
1755,if you want to save it to db you should consider mysql_real_escape_string($value).,0
1756,to print a html table .. do you want something like this ??,0
1894,"for example, if you have a login check on an included page that sets some $_session variable, then redirects you to the same page using a header() redirect, it's possible that the function exit() was not called afterward, which means the rest of the script will still get executed, including your page with the updateviews() function. however, the user won't see this because on the client side it will redirect before any data is output to the browser.",0
1912,"so why not do a fuzzy search? when you explode the data, do something like this:",0
